text,class
"RT @ChillReactor: <U+30D6><U+30EA><U+30EB><U+306E><U+30D0><U+30B9><U+306E><U+30AB><U+30BF><U+30ED><U+30B0><U+30AB><U+30E9><U+30FC><U+3068><U+795E><U+6238><U+5E02><U+30D0><U+30B9><U+306E><U+83CA><U+6C34><U+5857><U+88C5><U+306E><U+985E><U+4F3C><U+6027><U+306B><U+3064><U+3044><U+3066><U+3002>
1946 ACF Brill C36 Transit Bus Sales Brochure ACF https://t.co/fBbpeSuRHQ @amazon<U+3088><U+308A>",Neutral
"Hot, fun and just in time for Halloween! Retweets appreciated! 
Lust Spells: A Naughty Halloween by Phalina Phux… https://t.co/EkpGJ4AbbH",positive
"Save 80 % with promo code 807MSLJW #sale #save #promocode #coupon @amazon GUIYU for Phone 10 Case, Ultra Thin &amp; Lig… https://t.co/WY3SQOIqkK",Neutral
RT @sengineland: Report: Advertisers shifting budget from search to @Amazon by @cjsherman https://t.co/RgoCvPC3yL https://t.co/D4i7dEteK0,Neutral
"Save 80% with promo code 807MSLJW #sale #save #promocode #coupon @amazon GUIYU for Phone 10 Case, Ultra Thin &amp; Ligh… https://t.co/jcGMTL2NFn",Neutral
RT @sengineland: Report: Advertisers shifting budget from search to @Amazon by @cjsherman https://t.co/RgoCvPC3yL https://t.co/D4i7dEteK0,Neutral
RT @MarkSKrikorian: .@Amazon gets a federal subsidy of about $25 million per year for NOT hiring Americans &amp; hiring foreign \students\ (who…,Neutral
The book will be out in March and It’s already on @amazon...Go and pre-order yours..<U+0001F64F> https://t.co/TyRBTWSHMT,Neutral
@pinchehonkey @BeckyBorron @jongroeschl @LassMike @jsreinecker @mailorder_bride @amazon Why do you have these convo… https://t.co/IoA3wgXjnc,Neutral
da Vinci Artwork 1.25 inch Pinback Button Set Badges Pins https://t.co/kTj0AT4x2B via @amazon,Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
RT @cimaproducts: https://t.co/BFh55YhwLJ: Buying Choices: Flexible Smartphone Tripod – Black Hard Luxury De... https://t.co/0TP5Z5xsGm via…,positive
RT @d_robby3: @RobbyDuncan3 @JackPosobiec @Panthera156 @DianeSawyer @EleanorClift @megynkelly @JoeNBC @TheView @foxandfriends @NewsHour @fr…,Neutral
RT @d_robby3: @RobbyDuncan3 @JackPosobiec @Panthera156 @DianeSawyer @EleanorClift @megynkelly @JoeNBC @TheView @foxandfriends @NewsHour @fr…,Neutral
RT @d_robby3: @RobbyDuncan3 @JackPosobiec @Panthera156 @DianeSawyer @EleanorClift @megynkelly @JoeNBC @TheView @foxandfriends @NewsHour @fr…,Neutral
RT @mark_riedl: Dear @NipsConference sponsors: do you endorse the message that NIPS is sending to women scientists by not changing it’s nam…,positive
RT @BuddMilazzo: @AmazonHelp I still haven't heard back from @OnTrac_Shipping as they said I would. Shows the level of customer service tha…,Neutral
"@torenza @AmazonHelp @amazonIN @amazon After the talk with the CSR,almost lost hope.Dont know what can @amazonIN… https://t.co/lr4q8Oeb6E",negative
@AmazonHelp I still haven't heard back from @OnTrac_Shipping as they said I would. Shows the level of customer serv… https://t.co/yDLNVcu2kE,Neutral
RT @mikeschussler: @SurenNaidoo @thabileoka @SAInvestmentCo @Ryk_van_Niekerk @Naspers @TAKEALOT @AlibabaGroup @amazon Yes and good idea. Al…,positive
@MrMeritology @mark_riedl @juliagalef @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber @DeepMindAI @Apple… https://t.co/cNLFfmjcNH,Neutral
@TPPF @VanceGinn @IBDeditorials @amazon Guess @JeffBezos should take a page from Tim Dunn &amp; start an astroturf orga… https://t.co/v1BhwnCUf8,Neutral
2 Pound (908 grams) Vacuum packaged Tofu multi-flavored bean curd cut pieces ... https://t.co/qptKnORH1f <U+6765><U+81EA> @amazon,Neutral
Just saw this on Amazon: FAIGAFAIVA Fishing Lure Kit Hard Popper Pen... by FAIGAFAIVA for $6.99 https://t.co/B27gbKjUpi via @amazon,negative
4 Pound (1816 grams) Tofu Skin dried bean curd knot from China (<U+4E2D><U+56FD><U+8150><U+7ED3>) JOHNLEE... https://t.co/CTjawEkv9L <U+6765><U+81EA> @amazon,Neutral
2 Pound (908 grams) Dried fruit black plums from Yunnan China (<U+4E4C><U+6885><U+5B50><U+5E72>) JOHNLEEM... https://t.co/6BiDzE6rXi <U+6765><U+81EA> @amazon,Neutral
"RT @MarieLa87033422: @MarkSKrikorian @amazon Thank you for this update on the outrageous #OPT program. Please note, $25 million to Amazon i…",Neutral
Dried seafood mussel 1 Pound (454 grams) from South China Sea Nanhai JOHNLEEM... https://t.co/SVUSm6kB0v <U+6765><U+81EA> @amazon,Neutral
RT @Aurelie_JEAN: #ToRead dans @LePoint #LesInvitésDuPoint mon #article sur pourquoi il faut défendre @amazon  pour lutter contre la politi…,Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
2 Pound (908 grams) Vacuum packaged fresh tender bamboo shoots from China JOH... https://t.co/zyLF6wrG66 <U+6765><U+81EA> @amazon,positive
@mark_riedl @MrMeritology @juliagalef @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber @DeepMindAI @Apple… https://t.co/IuCnE0YsgS,Neutral
2 Pound (908 grams) Dried Longan whole fruit Grade A from Guangdong (<U+5E7F><U+4E1C><U+6842><U+5706><U+5E72>) J... https://t.co/OPQ2lGNCal <U+6765><U+81EA> @amazon,Neutral
RT @OliverMcGee: @_uptowngirl33 @CharriseLane @supitsshekinah @DiamondWestGib1 @RochelleCW1 @kalendanger @republifornian @kanyewest .@Amazo…,Neutral
"Pu Erh Black Tea, Fermented Puer Tea Loose Leaf Bag Packing 24 Ounce (680 gra... https://t.co/TMUXL6dotL <U+6765><U+81EA> @amazon",negative
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
Famous Himalayas Fresh Truffle in olive oil total weight 8 Ounce (227 grams) ... https://t.co/chxsnprytr <U+6765><U+81EA> @amazon,positive
10 Ounce (284 grams)Freeze Dried Matsutake Whole Mushroom Premium Grade from ... https://t.co/QCwSYpnGCp <U+6765><U+81EA> @amazon,Neutral
"@pronoobbhatta @AmazonHelp @amazonIN @amazon Exactly, snapdeal was my 1st etailer, and I left it cuz of too many su… https://t.co/ljWL2O33wM",Neutral
2.5 Pound (1135 grams) Tofu Skin dried bean curd knot from China (<U+4E2D><U+56FD><U+8150><U+7ED3>) JOHNL... https://t.co/U2a4KblNgj <U+6765><U+81EA> @amazon,Neutral
RT @trilearning: Moodle E-Learning Course Development - Third Edition via @amazon affiliate link: #elearning https://t.co/orxz9JABRk,Neutral
#TommyHilfiger Women's 1781271 Stainless Steel watch... by Tommy Hilfiger https://t.co/yw61JmpeKS via @amazon,positive
1 Pound (454 grams) Split Gill Mushroom Schizophyllumcommuneh dried Premium G... https://t.co/e6WIAqSfOi <U+6765><U+81EA> @amazon,negative
RT @bunkenandrock: <U+300C>ENTAME(<U+30A8><U+30F3><U+30BF><U+30E1>) 2015<U+5E74> 08 <U+6708><U+53F7><U+300D> <U+3092> 700 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/5Eaqno753b #<U+5BAE><U+8107><U+54B2><U+826F>,Neutral
RT @bunkenandrock: <U+300C><U+82A5><U+5DDD><U+9F8D><U+4E4B><U+4ECB><U+5996><U+602A><U+6587><U+5B66><U+9928>—<U+4F1D><U+5947><U+30CE><U+5323><3><U+300D> <U+3092> 1700 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/8aHB98J78x #<U+82A5><U+5DDD><U+9F8D><U+4E4B><U+4ECB> #<U+6771><U+96C5><U+592B> #<U+5996><U+602A>,Neutral
RT @bunkenandrock: <U+300C><U+611B><U+4EBA><U+72AC><U+30A2><U+30EA><U+30B9><U+300D> <U+3092> 700 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/vuZh4KJofh #<U+56E3><U+9B3C><U+516D>,Neutral
2.5 Pound (1135 grams) Nutritious vegetable daylily flower dried Grade A (<U+9EC4><U+82B1><U+83DC>... https://t.co/57BEkhX6oV <U+6765><U+81EA> @amazon,Neutral
RT @SolarPrepper: Shaky Business: An Oyster Tongers Apocalyptic Tale (Aftermath Survival Book 2... https://t.co/ozC2zp0JKW via @amazon #pre…,negative
10 Ounce (284 grams) Dried Matsutake Slices Mushroom Premium Grade from Yunna... https://t.co/ROi7lE90hi <U+6765><U+81EA> @amazon,Neutral
"RT @TheFavelakid: New poetry book #lifelessons
#sadness #hope
#choosingapath #reading #darkvslight

Absolution  https://t.co/rywkeLMdfd via…",Neutral
"@Google @amazon remove politics from power, let evolution run its path. Give respect get respect, knowledge is powe… https://t.co/DnpXzQetZY",positive
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
"RT @ConstanceCorne9: Captivating/ Inspirational &amp; Very Moving
Getting lost in the Amazon Jungle after crashing his plane.
Not knowing the l…",Neutral
24 Ounce (680 grams) Boletus aereus mushroom dried Grade A Black porcini from... https://t.co/2PFy8YHsDp <U+6765><U+81EA> @amazon,Neutral
"October 26, 2018 - @Microsoft unseats @Amazon in race toward $1 trillion valuation #VenusRetrograde  https://t.co/n6uZNclrug",Neutral
Famous Himalayas Black Whole Truffle dried in Jar 10 Ounce (284 grams) JOHNLE... https://t.co/KsEmeP6td0 <U+6765><U+81EA> @amazon,positive
2.5 Pound (1135 grams) Black Fungus Mushroom Woodear Premium Grade from Yunna... https://t.co/Y9veyscPod <U+6765><U+81EA> @amazon,Neutral
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
the author relates that when Stanley came upon them he noted that they drank a lot of milk from the cows they had w… https://t.co/F4bdzO9WgB,Neutral
24 Ounce (680 grams) Dried chanterelle mushroom from Yunnan China (<U+4E2D><U+56FD><U+4E91><U+5357>) JOHN... https://t.co/HzCXSjePYY <U+6765><U+81EA> @amazon,Neutral
"RT @reeses: Who are you rooting for this weekend? 
A. REESE’S Peanut Butter Cups 
B. REESE’S PIECES Candies 
C. REESE’S OUTRAGEOUS! bar 
RT…",negative
24 Ounce (680 grams)House Dried Agaricus Blazei Premium Grade from Yunnan Chi... https://t.co/wLR1MjXrYb <U+6765><U+81EA> @amazon,Neutral
Infinite copies of me. Printed on demand @amazon,Neutral
"Organic top grade unfermented Pu erh tea, large leaves loose leaf bag packing... https://t.co/dXkalQiHvD <U+6765><U+81EA> @amazon",Neutral
@amazonIN @amazon @AmazonHelp .... Other screenshots... https://t.co/jioa0eG3Mn,Neutral
@consumerforum_ @AmazonHelp I was asked to contact Aramex to check who received the product. Should I file a case a… https://t.co/nK25DzQVNL,Neutral
24 Ounce (680 grams) Special fungus Cordyceps Flower from Yunnan China (<U+4E2D><U+56FD><U+4E91><U+5357>)... https://t.co/NGrGbMHZbM <U+6765><U+81EA> @amazon,Neutral
"RT @KSwainAuthor: For a limited time, Bless Your Heart, the quirky, fun and sassy beginning to the Fairy Tales of a Trailer Park Queen is o…",positive
@kpturney1 @AlexaKaye3 @amazon I picked amazon as well. I love prime and think it will grow even larger #ICMKTG #UToledoMarketing,positive
"@amazonIN @amazon @AmazonHelp ... Order, I am sharing screenshot of my chat with customer service and they are no h… https://t.co/EmKcFJpT9E",Neutral
Kayak Limbo: Floating On Freedom (Aftermath Survival Book 6) by Ron Foster https://t.co/YgzNGepwha via @amazon #preppers #prepper,positive
"@torenza @AmazonHelp @amazonIN @amazon Haha ,true ! 
But now we are dependent on buying phones and other expensive… https://t.co/YeyQktEndR",Neutral
33% OFF #sale #save #USBcharger @amazon Sabrent 60 Watt (12 Amp) 10-Port Family-Sized Desktop USB Rapid Charger. Sm… https://t.co/m8FoVAA4Ak,positive
"30% OFF #sale #save #iPhoneX #case @amazon JETech Case for Apple iPhone Xs and iPhone X, Shock-Absorption Bumper Co… https://t.co/CUc1wzqESR",Neutral
Moodle E-Learning Course Development - Third Edition via @amazon affiliate link: #elearning https://t.co/orxz9JABRk,Neutral
"What's a #zombie movie without @kanehodder1 ? Not ours, that's what. Show him some #love by watching this #movie on… https://t.co/Yjcsl1GqYz",Neutral
@AmazonHelp I was asked to contact Aramex to check who received the product. I’ll file a case against Aramex and… https://t.co/ndsUJWnh1X,Neutral
".@amazon hey, you guys want to do me a solid and add the Criterion Collection to your add ons, that would be great https://t.co/qedKsOL9NQ",positive
@AlexaKaye3 @amazon seems to come to mind when I read this article. The tools they give you to find the best deal a… https://t.co/q9rPNSQEfu,positive
RT @Aurelie_JEAN: #ToRead dans @LePoint #LesInvitésDuPoint mon #article sur pourquoi il faut défendre @amazon  pour lutter contre la politi…,Neutral
RT @edmpirg: So @JoeSimonsFTC has a good team on this project-but they can do better. The world has changed since Pitofsky hearings. @faceb…,positive
"Zierliche runde rote Ohrringe handgemacht in Unikat Ausführung, tizianat Desi... https://t.co/QO0tiC5QF7 di @amazon",Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
Whose making the crap decisions @Netflix? This show is aces! I’ve been jonesing for season3 like a fiend! <U+0001F64F><U+0001F3FC> @Hulu… https://t.co/x4nTnDHLJM,negative
@amazonIN @amazon @AmazonHelp I ordered a product at a discounted price and after 2 days seller mailed me to cancel… https://t.co/PIdkb7lnEr,Neutral
@reeses @amazon go  get some Reeses,Neutral
@grajohnt @arduino @adafruit @amazon @SYLVANIA Looks great!,positive
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
The Largest Online  Retailer @amazon lost $87 billion in market value on Friday after it's 3rd Quarter #revenue &amp; 4… https://t.co/AXVw8monJ2,negative
@SurenNaidoo @thabileoka @SAInvestmentCo @Ryk_van_Niekerk @Naspers @TAKEALOT @AlibabaGroup @amazon Yes and good ide… https://t.co/fZkqKjzhpQ,positive
"@Bose @BoseService 
Please see the above case, and look at how @amazonIN @amazon are allowing sellers to sell the W… https://t.co/VeQk0N8FTB",Neutral
@flipkartsupport @Flipkart  had this been @amazon my money would have been refunded by now,positive
RT @ValaAfshar: Watch this little girl have a conversation with @amazon Alexa - it will surely make you smile https://t.co/kAOUhLwFSG,positive
"RT @ConstanceCorne9: \Body Image\ Book one &amp; two!
A must read!
Whitney, feeling and treated strangely in her own family... how would she co…",negative
"RT @MarieLa87033422: @MarkSKrikorian @amazon Thank you for this update on the outrageous #OPT program. Please note, $25 million to Amazon i…",Neutral
"RT @ConstanceCorne9: Captivating/ Inspirational &amp; Very Moving
Getting lost in the Amazon Jungle after crashing his plane.
Not knowing the l…",Neutral
"@flipkartsupport I have shared my order id multiple times and have got nothing but auto generated replies , will yo… https://t.co/xKm50WjFB7",Neutral
"RT @d_robby3: Trapt

- BRING IT! -

https://t.co/QvgdOvPDeF

@UNESCO
@NATO
@Walmart
@WalmartNewsroom 
@Costco
@amazon 
@eBay 
@TysonFoods…",Neutral
RT @EventsByIndigo: Quieres saber cómo tener Mas Wow y menos Oops en la organización de eventos?. Ya puedes enterarte de todos los detalles…,positive
"RT @Players_13: Want an extra entry in our $100 @amazon Gift Card Giveaway?

1) Follow our friends at @LuckyGirlEleven
2) Re-Tweet this pos…",Neutral
"Huawei Kepler MateBook D 14\ - AMD R5 - 8GB+256GB, Mystic Silver Huawei https://t.co/JNadx…",Neutral
"@torenza @AmazonHelp @amazonIN @amazon @torenza , what if I said they did this screw up with a Bose product !
And n… https://t.co/6BcjClRgM9",Neutral
RT @RobertRaker1: #ENTROPY @RobertRaker1 #TheMusician “I knew that nothing would be the same after this.” #crimebooks #eBook Available Now…,positive
RT @FDS_NaturallyMe: #RT FINAL DRAFT ELEMENTS OF SURPRISE #mustread #scifi and #fantasy  https://t.co/NRteygCYOo... via @amazon,Neutral
"@mikeschussler @thabileoka @SAInvestmentCo @Ryk_van_Niekerk Even @Naspers were going to invest anyway, esp with the… https://t.co/x9uqEYY2xn",Neutral
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
"RT @Mattel: .@WWEAsuka just kicked things up a notch with the Princess of Staten Island @CarmellaWWE! #WWEEvolution

Recreate your favorite…",Neutral
"RT @isobel_starling: @ease_dropper They really don't pay $10,000. This crowd has been posting since 2015 and they used to specify the wage…",Neutral
Jestus by Mr. Sury Vemagal Seetharamiah https://t.co/tvTD2mNzKo via @amazon,Neutral
@HackerRank Podcast with @gayle Laakmann has some awesome advice for those preparing for technical interviews at co… https://t.co/b1941dxjmb,positive
RT @FDS_NaturallyMe: #RT FINAL DRAFT ELEMENTS OF SURPRISE #mustread #scifi and #fantasy  https://t.co/NRteygCYOo... via @amazon,Neutral
Draco the Dragon #2 Art Print on Upcycled Antique Book Page https://t.co/KTzPgCEijX via @amazon,Neutral
(2) they disconnect and ask me to order again and pay again for a product to get it on time even after waiting for… https://t.co/ZkmoD8Z8GC,negative
RT @sandrayearman: Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp01HQW … via @amazon #series #fantas…,Neutral
